latitude,longitude,altitude,geometry,city,growth_10-13,population,state
33.9462125,-84.3346473,,Point,Dunwoody,,47591,Georgia
31.3271189,-89.29033919999999,,Point,Hattiesburg,3.1%,47556,Mississippi
42.4972583,-82.9371409,,Point,Roseville,-1.0%,47555,Michigan
26.339806,-81.7786972,,Point,Bonita Springs,43.8%,47547,Florida
42.2011538,-85.5800022,,Point,Portage,5.7%,47523,Michigan
44.9597376,-93.3702186,,Point,St. Louis Park,7.3%,47411,Minnesota
35.042036,-89.6645266,,Point,Collierville,43.4%,47333,Tennessee
41.5623209,-72.6506488,,Point,Middletown,3.6%,47333,Connecticut
36.1156071,-97.0583681,,Point,Stillwater,20.1%,47186,Oklahoma
41.8137116,-71.3700545,,Point,East Providence,-3.3%,47149,Rhode Island
39.8386516,-86.0252612,,Point,Lawrence,20.5%,47135,Indiana
43.0494572,-88.0075875,,Point,Wauwatosa,0.0%,47134,Wisconsin
41.6661573,-81.339552,,Point,Mentor,-6.6%,46979,Ohio
37.5949316,-120.9577098,,Point,Ceres,34.0%,46714,California
32.5884689,-96.9561152,,Point,Cedar Hill,42.4%,46663,Texas
40.75839,-82.5154471,,Point,Mansfield,-10.1%,46454,Ohio
42.09868669999999,-75.91797380000001,,Point,Binghamton,-1.7%,46444,New York
47.6776832,-116.7804664,,Point,Coeur d'Alene,32.8%,46402,Idaho
35.2827524,-120.6596156,,Point,San Luis Obispo,4.4%,46377,California
48.2329668,-101.2922906,,Point,Minot,26.6%,46321,North Dakota
33.8302961,-116.5452921,,Point,Palm Springs,7.7%,46281,California
34.2284312,-92.00319549999999,,Point,Pine Bluff,-16.2%,46094,Arkansas
29.383845,-94.9027002,,Point,Texas City,10.3%,46081,Texas
33.0185039,-80.17564809999999,,Point,Summerville,62.9%,46074,South Carolina
42.5629668,-114.4608711,,Point,Twin Falls,31.5%,45981,Idaho
38.2775702,-85.7371847,,Point,Jeffersonville,53.3%,45929,Indiana
33.7839084,-116.958635,,Point,San Jacinto,91.8%,45851,California
34.6992579,-86.74833180000002,,Point,Madison,53.7%,45799,Alabama
40.5186809,-78.3947359,,Point,Altoona,-7.3%,45796,Pennsylvania
39.2014404,-85.9213796,,Point,Columbus,16.4%,45775,Indiana
39.7092262,-84.06326849999999,,Point,Beavercreek,19.0%,45712,Ohio
28.6934076,-81.5322149,,Point,Apopka,63.9%,45587,Florida
41.8994744,-87.9403418,,Point,Elmhurst,5.7%,45556,Illinois
33.0581063,-112.0476423,,Point,Maricopa,2503.4%,45508,Arizona
36.72805830000001,-108.2186856,,Point,Farmington,18.1%,45426,New Mexico
42.0697509,-87.7878408,,Point,Glenview,5.2%,45417,Illinois
41.5200518,-81.556235,,Point,Cleveland Heights,-10.3%,45394,Ohio
40.5246711,-111.8638226,,Point,Draper,77.4%,45285,Utah
38.891565,-121.2930079,,Point,Lincoln,285.2%,45237,California
31.5455001,-110.2772856,,Point,Sierra Vista,19.3%,45129,Arizona
47.03426289999999,-122.8231915,,Point,Lacey,41.7%,44919,Washington
30.3960318,-88.88530779999999,,Point,Biloxi,-11.5%,44820,Mississippi
41.3144966,-81.83569,,Point,Strongsville,1.9%,44730,Ohio
41.7003208,-70.3002024,,Point,Barnstable Town,-7.1%,44641,Massachusetts
33.0151201,-96.5388789,,Point,Wylie,185.2%,44575,Texas
40.45940210000001,-74.360846,,Point,Sayreville,9.6%,44412,New Jersey
35.4873613,-80.6217341,,Point,Kannapolis,18.6%,44359,North Carolina
38.0293059,-78.47667810000002,,Point,Charlottesville,10.5%,44349,Virginia
39.613321,-105.0166498,,Point,Littleton,9.4%,44275,Colorado
28.6122187,-80.8075537,,Point,Titusville,7.8%,44206,Florida
40.8859325,-74.0434736,,Point,Hackensack,2.9%,44113,New Jersey
37.5296593,-122.0402399,,Point,Newark,3.3%,44096,California
42.4500845,-73.2453824,,Point,Pittsfield,-3.6%,44057,Massachusetts
39.9625984,-76.727745,,Point,York,6.4%,43935,Pennsylvania
41.8800296,-88.00784349999999,,Point,Lombard,2.9%,43907,Illinois
41.94454409999999,-71.2856082,,Point,Attleboro,4.6%,43886,Massachusetts
41.9294736,-88.75036469999999,,Point,DeKalb,11.8%,43849,Illinois
37.2295733,-80.4139393,,Point,Blacksburg,9.4%,43609,Virginia
40.0992294,-83.1140771,,Point,Dublin,37.6%,43607,Ohio
32.7995738,-97.26918169999999,,Point,Haltom City,11.4%,43580,Texas
34.6391501,-120.4579409,,Point,Lompoc,5.5%,43509,California
32.792,-115.5630514,,Point,El Centro,13.7%,43363,California
37.8215929,-121.9999606,,Point,Danville,3.7%,43341,California
38.57670170000001,-92.1735164,,Point,Jefferson City,6.7%,43330,Missouri
25.5808323,-80.34685929999999,,Point,Cutler Bay,42.9%,43328,Florida
26.1723065,-80.1319893,,Point,Oakland Park,2.7%,43286,Florida
25.9331488,-80.1625463,,Point,North Miami Beach,3.6%,43250,Florida
40.6576022,-73.58318349999999,,Point,Freeport,-1.4%,43167,New York
41.5067003,-90.51513419999999,,Point,Moline,-1.9%,43116,Illinois
33.6803003,-116.173894,,Point,Coachella,88.4%,43092,California
27.4467056,-80.3256056,,Point,Fort Pierce,6.9%,43074,Florida
35.9828412,-86.5186045,,Point,Smyrna,54.9%,43060,Tennessee
40.8893895,-111.880771,,Point,Bountiful,3.9%,43023,Utah
43.7730448,-88.4470508,,Point,Fond du Lac,1.7%,42970,Wisconsin
42.40843,-71.0536625,,Point,Everett,12.1%,42935,Massachusetts
36.5859718,-79.39502279999999,,Point,Danville,-11.0%,42907,Virginia
32.9341893,-97.229298,,Point,Keller,53.3%,42907,Texas
38.5200504,-89.9839935,,Point,Belleville,1.2%,42895,Illinois
33.9652918,-118.1514588,,Point,Bell Gardens,-2.7%,42889,California
35.1595182,-84.8766115,,Point,Cleveland,14.1%,42774,Tennessee
26.217305,-80.2258811,,Point,North Lauderdale,10.8%,42757,Florida
39.3454673,-84.5603187,,Point,Fairfield,1.2%,42635,Ohio
42.51954,-70.8967155,,Point,Salem,5.1%,42544,Massachusetts
33.7444613,-118.3870173,,Point,Rancho Palos Verdes,2.9%,42448,California
37.6304904,-122.4110835,,Point,San Bruno,5.6%,42443,California
43.2081366,-71.5375718,,Point,Concord,4.1%,42419,New Hampshire
44.4758825,-73.21207199999999,,Point,Burlington,6.1%,42284,Vermont
35.732652,-78.85028559999999,,Point,Apex,98.8%,42214,North Carolina
43.6155825,-84.2472116,,Point,Midland,0.9%,42181,Michigan
28.6611089,-81.3656242,,Point,Altamonte Springs,2.0%,42150,Florida
38.0608445,-97.92977429999999,,Point,Hutchinson,0.1%,41889,Kansas
42.1662831,-87.9631308,,Point,Buffalo Grove,-3.4%,41778,Illinois
41.6266555,-93.71216559999999,,Point,Urbandale,41.5%,41776,Iowa
40.7933949,-77.8600012,,Point,State College,8.7%,41757,Pennsylvania
40.1105875,-88.2072697,,Point,Urbana,10.3%,41752,Illinois
41.632223,-88.2120315,,Point,Plainfield,203.6%,41734,Illinois
38.7509488,-77.47526669999999,,Point,Manassas,19.5%,41705,Virginia
41.9950276,-88.1856301,,Point,Bartlett,13.1%,41679,Illinois
40.7684342,-74.1454214,,Point,Kearny,2.8%,41664,New Jersey
32.3909071,-110.966488,,Point,Oro Valley,27.0%,41627,Arizona
41.04422,-83.6499321,,Point,Findlay,5.8%,41512,Ohio
38.3396367,-122.7010984,,Point,Rohnert Park,0.0%,41398,California
42.1250929,-72.749538,,Point,Westfield,3.0%,41301,Massachusetts
40.6220478,-74.24459019999999,,Point,Linden,4.7%,41301,New Jersey
33.9204354,-80.3414693,,Point,Sumter,1.3%,41190,South Carolina
41.2459149,-75.88130749999999,,Point,Wilkes-Barre,-4.3%,41108,Pennsylvania
42.00287609999999,-71.51478390000001,,Point,Woonsocket,-5.2%,41026,Rhode Island
42.5250906,-71.759794,,Point,Leominster,-1.1%,41002,Massachusetts
41.3164856,-73.0931641,,Point,Shelton,7.3%,40999,Connecticut
33.9166805,-117.9000604,,Point,Brea,15.2%,40963,California
39.0836712,-84.5085536,,Point,Covington,-4.7%,40956,Kentucky
32.93123360000001,-96.4597089,,Point,Rockwall,117.2%,40922,Texas
32.3643098,-88.703656,,Point,Meridian,-0.9%,40921,Mississippi
40.521893,-111.9391023,,Point,Riverton,61.6%,40921,Utah
28.2489016,-81.2811801,,Point,St. Cloud,86.2%,40918,Florida
39.9356016,-91.4098726,,Point,Quincy,0.5%,40915,Illinois
37.1305012,-121.6543901,,Point,Morgan Hill,19.5%,40836,California
41.2375569,-80.81841659999999,,Point,Warren,-15.2%,40768,Ohio
47.8106521,-122.3773552,,Point,Edmonds,2.9%,40727,Washington
32.5420821,-97.3208492,,Point,Burleson,85.3%,40714,Texas
42.5584283,-70.880049,,Point,Beverly,2.0%,40664,Massachusetts
44.1635775,-93.99939959999999,,Point,Mankato,24.7%,40641,Minnesota
39.6417629,-77.71999319999999,,Point,Hagerstown,10.4%,40612,Maryland
34.5400242,-112.4685025,,Point,Prescott,18.1%,40590,Arizona
37.2871651,-121.9499568,,Point,Campbell,4.2%,40584,California
42.5348993,-92.4453161,,Point,Cedar Falls,12.0%,40566,Iowa
33.9294606,-116.977248,,Point,Beaumont,254.5%,40481,California
34.0200114,-117.9495083,,Point,La Puente,-1.6%,40435,California
42.2411344,-88.31619649999999,,Point,Crystal Lake,5.3%,40388,Illinois
42.5834228,-71.8022955,,Point,Fitchburg,3.5%,40383,Massachusetts
41.91252859999999,-88.13479269999999,,Point,Carol Stream,-0.2%,40379,Illinois
35.7344538,-81.3444573,,Point,Hickory,7.0%,40361,North Carolina
42.0255827,-88.17840849999999,,Point,Streamwood,10.1%,40351,Illinois
41.5242649,-72.07591049999999,,Point,Norwich,11.6%,40347,Connecticut
32.9545687,-97.01500779999999,,Point,Coppell,10.3%,40342,Texas
34.09611110000001,-118.1058333,,Point,San Gabriel,0.9%,40275,California
42.2042586,-72.6162009,,Point,Holyoke,0.9%,40249,Massachusetts
36.3728538,-94.2088172,,Point,Bentonville,97.7%,40167,Arkansas
34.79981,-87.677251,,Point,Florence,10.2%,40059,Alabama
33.9698929,-84.2214551,,Point,Peachtree Corners,,40059,Georgia
36.0331164,-86.78277720000001,,Point,Brentwood,51.9%,40021,Tennessee
45.6769979,-111.0429339,,Point,Bozeman,41.9%,39860,Montana
42.9764027,-88.1084224,,Point,New Berlin,3.6%,39834,Wisconsin
32.9810059,-80.03258670000001,,Point,Goose Creek,26.1%,39823,South Carolina
30.7235263,-95.55077709999999,,Point,Huntsville,13.2%,39795,Texas
34.6100243,-112.315721,,Point,Prescott Valley,62.9%,39791,Arizona
44.9530215,-92.9952153,,Point,Maplewood,12.3%,39765,Minnesota
41.6475306,-88.0895061,,Point,Romeoville,79.5%,39650,Illinois
32.6518004,-96.9083366,,Point,Duncanville,9.7%,39605,Texas
39.3642834,-74.4229266,,Point,Atlantic City,-2.2%,39551,New Jersey
34.4047987,-103.2052272,,Point,Clovis,21.3%,39508,New Mexico
33.0806083,-96.89283089999999,,Point,The Colony,45.7%,39458,Texas
34.0211224,-118.3964665,,Point,Culver City,1.3%,39428,California
42.3459271,-71.5522874,,Point,Marlborough,7.6%,39414,Massachusetts
32.216316,-80.752608,,Point,Hilton Head Island,16.0%,39412,South Carolina
46.8737648,-96.76780389999999,,Point,Moorhead,21.3%,39398,Minnesota
32.6789476,-115.4988834,,Point,Calexico,44.0%,39389,California
35.1359386,-114.5285981,,Point,Bullhead City,15.9%,39383,Arizona
35.0867577,-89.8100858,,Point,Germantown,4.1%,39375,Tennessee
33.6633573,-116.3100095,,Point,La Quinta,59.9%,39331,California
39.7136754,-82.5993294,,Point,Lancaster,10.7%,39325,Ohio
44.9591352,-89.6301221,,Point,Wausau,1.7%,39309,Wisconsin
33.6356618,-96.6088805,,Point,Sherman,11.6%,39296,Texas
28.5691677,-81.5439619,,Point,Ocoee,57.9%,39172,Florida
44.7973962,-93.5272861,,Point,Shakopee,85.7%,39167,Minnesota
42.4792618,-71.1522765,,Point,Woburn,4.4%,39083,Massachusetts
47.5673202,-122.6329356,,Point,Bremerton,4.9%,39056,Washington
41.5094771,-90.5787476,,Point,Rock Island,-1.9%,38877,Illinois
35.7478769,-95.3696909,,Point,Muskogee,-0.7%,38863,Oklahoma
37.3058839,-89.51814759999999,,Point,Cape Girardeau,9.4%,38816,Missouri
38.9784453,-76.4921829,,Point,Annapolis,7.6%,38722,Maryland
26.6276276,-80.1353896,,Point,Greenacres,35.5%,38696,Florida
29.2858129,-81.0558894,,Point,Ormond Beach,5.8%,38661,Florida
25.9812024,-80.14837899999999,,Point,Hallandale Beach,12.4%,38632,Florida
33.8025155,-117.9931165,,Point,Stanton,2.8%,38623,California
47.1853785,-122.2928974,,Point,Puyallup,11.8%,38609,Washington
37.6138253,-122.4869194,,Point,Pacifica,0.5%,38606,California
41.9994722,-88.1450735,,Point,Hanover Park,0.6%,38510,Illinois
32.8234621,-97.1705678,,Point,Hurst,5.8%,38448,Texas
40.742551,-84.1052256,,Point,Lima,-8.1%,38355,Ohio
32.436381,-111.2224422,,Point,Marana,166.2%,38290,Arizona
42.1211364,-88.2578582,,Point,Carpentersville,22.8%,38241,Illinois
37.9974219,-121.7124536,,Point,Oakley,47.7%,38194,California
39.843947,-84.12466080000002,,Point,Huber Heights,-0.2%,38142,Ohio
32.5920798,-96.7561082,,Point,Lancaster,46.4%,38071,Texas
34.0775104,-117.6897776,,Point,Montclair,12.1%,38027,California
42.1391927,-87.9289591,,Point,Wheeling,4.8%,38015,Illinois
43.0605671,-88.1064787,,Point,Brookfield,-1.9%,37999,Wisconsin
42.0111412,-87.84061919999999,,Point,Park Ridge,0.1%,37839,Illinois
34.1954331,-79.7625625,,Point,Florence,19.8%,37792,South Carolina
41.1616108,-112.0263313,,Point,Roy,13.3%,37733,Utah
28.5652787,-81.58618469999999,,Point,Winter Garden,142.5%,37711,Florida
42.3917638,-71.0328284,,Point,Chelsea,7.3%,37670,Massachusetts
40.6642699,-73.70846449999999,,Point,Valley Stream,3.6%,37659,New York
34.9495672,-81.9320482,,Point,Spartanburg,-6.2%,37647,South Carolina
45.42067489999999,-122.6706498,,Point,Lake Oswego,5.3%,37610,Oregon
29.5293998,-95.2010447,,Point,Friendswood,28.6%,37587,Texas
40.1261743,-82.92906959999999,,Point,Westerville,5.7%,37530,Ohio
39.8961821,-104.9811468,,Point,Northglenn,15.5%,37499,Colorado
32.4709761,-85.0007653,,Point,Phenix City,31.9%,37498,Alabama
39.88145189999999,-83.0929644,,Point,Grove City,35.6%,37490,Ohio
33.425125,-94.04768820000001,,Point,Texarkana,7.4%,37442,Texas
41.931696,-87.9889556,,Point,Addison,2.6%,37385,Illinois
39.158168,-75.5243682,,Point,Dover,16.0%,37366,Delaware
42.2505943,-83.1785361,,Point,Lincoln Park,-6.7%,37313,Michigan
41.6155909,-87.5294871,,Point,Calumet City,-4.5%,37240,Illinois
43.2341813,-86.24839209999999,,Point,Muskegon,-7.1%,37213,Michigan
25.9564812,-80.1392121,,Point,Aventura,47.2%,37199,Florida
38.0193657,-122.1341321,,Point,Martinez,3.4%,37165,California
42.9614039,-88.0125865,,Point,Greenfield,4.8%,37159,Wisconsin
33.4150485,-111.5495777,,Point,Apache Junction,15.7%,37130,Arizona
34.1442616,-118.0019482,,Point,Monrovia,0.2%,37101,California
26.1595194,-97.9908366,,Point,Weslaco,28.8%,37093,Texas
44.9901194,-123.0262077,,Point,Keizer,14.4%,37064,Oregon
40.114955,-111.654923,,Point,Spanish Fork,78.1%,36956,Utah
42.5083482,-89.03177649999999,,Point,Beloit,2.9%,36888,Wisconsin
30.1588129,-85.6602058,,Point,Panama City,0.1%,36877,Florida
